Application_ID,Age,Education_Level,Years_of_Experience,Skills,Previous_Job_Experience,Expected_Salary,Job_Level,Location,Application_Status
fed769ac-dad2-4ad0-9391-fb6f1d93a4fa,26,Master's Degree,,Python,No,54862.5153397814,Junior,Suburban,Suitable
f958b213-7c66-438c-bd22-9da8d588e49c,42,,20.0,SQL,Yes,76993.56165824176,Junior,Rural,Suitable
697efb61-da13-44d5-b9a4-6c9164e10c2b,35,Master's Degree,1.0,Excel,No,66583.68652981948,Mid,Rural,Not Suitable
219e9d2a-1f13-4b1c-862a-96bb8ff9fb77,51,High School,26.0,JavaScript,Yes,68813.85197339489,Lead,Rural,Suitable
5c0bda48-af7a-4639-87c7-dc1ab1b4c9f6,45,,17.0,Java,No,32954.71430501645,Lead,Urban,Not Suitable
c2135578-be89-46ce-9fec-dd42475602ac,29,Bachelor's Degree,25.0,Excel,No,94501.12065191235,Junior,Urban,Suitable
16947ed6-d3cd-4950-b6eb-78f64e1f8a37,43,Master's Degree,21.0,SQL,No,51606.220174018774,Senior,Suburban,Suitable
f2bd782d-8cc4-4d9e-8990-f985864ac087,34,High School,,Python,No,147657.67973031942,Senior,Rural,Suitable
fad94595-9ffa-4399-9a45-3eab4abaa7f9,56,Bachelor's Degree,18.0,C++,No,46405.82050730892,Mid,Urban,Suitable
3c4ba196-67d3-4a81-9ac3-5c9696d4e13d,46,Master's Degree,19.0,Excel,Yes,143505.6624044744,Senior,Suburban,Not Suitable
d218b6e8-b93b-4444-b666-a24d374622e1,54,High School,10.0,Communication,No,121758.43538614575,Senior,Rural,Suitable
697316bc-39be-4d80-a947-9a8da681692a,50,Associate Degree,29.0,Java,No,66596.64260462135,Lead,Urban,Not Suitable
7ae43995-4826-4de4-a2c1-9c850090c6d2,23,High School,,Python,No,99888.80823486144,Mid,Urban,Not Suitable
b73dc661-dd1c-4f7f-841d-1a8773acf3d6,59,Master's Degree,19.0,Excel,Yes,95773.21620609921,Lead,Suburban,Not Suitable
fa357d66-4c54-40f3-940d-4ff3a2d4b70e,59,,3.0,C++,No,30967.11508633323,Senior,Suburban,Suitable
f7b4f16b-a258-4f12-8829-d9a496ef3fcf,24,High School,,C++,Yes,122628.30536818104,Mid,Suburban,Suitable
bcfcd741-65f4-4787-a7c2-2e097f410142,43,Associate Degree,12.0,SQL,Yes,133674.25282407965,Senior,Urban,Not Suitable
f82ad8d8-25fc-426a-93c4-f79503e6820f,25,High School,14.0,JavaScript,No,142435.4987669764,Mid,Urban,Suitable
f22d947a-1142-4984-bc5c-adea90a60a86,55,Master's Degree,26.0,Excel,No,,Senior,Urban,Suitable
6be1db24-1502-4136-a110-9d969e68300a,56,High School,7.0,JavaScript,No,103703.0235067687,Lead,Urban,Suitable
7358d730-0a4f-4ac5-93d7-cf897b1ba7e9,55,Bachelor's Degree,9.0,C++,No,135152.94937882276,Senior,Rural,Suitable
74a72f82-989e-49e0-8c3b-394eef592557,52,Bachelor's Degree,5.0,Communication,Yes,85665.37626220402,Lead,Rural,Suitable
3e1c42e3-abd9-462b-8790-c591b6672287,50,Bachelor's Degree,2.0,Communication,No,43180.037766403046,Mid,Suburban,Not Suitable
cb0156dd-f73e-4410-96fd-09267a280014,36,,14.0,JavaScript,Yes,,Lead,Urban,Not Suitable
b3b65de4-d343-4fc7-8744-9553a09bc93c,48,Bachelor's Degree,1.0,JavaScript,Yes,122419.40306002577,Junior,Rural,Not Suitable
6744a063-8f3d-4bf0-9268-b255f6fa6ed6,18,Bachelor's Degree,23.0,JavaScript,No,66182.66239354754,Junior,Rural,Not Suitable
61d333c1-630d-4797-9754-4542295d6eab,54,Master's Degree,21.0,Python,No,,Junior,Suburban,Suitable
69c5b6cb-2f27-404d-a55a-545bb9729755,29,,23.0,Java,No,35058.49225883617,Senior,Urban,Not Suitable
13f57f24-6d8c-46bf-95b7-2ac20b14513c,56,Master's Degree,,Python,No,,Lead,Urban,Not Suitable
5a7661ab-06bc-4a2c-8c52-a27d109c9955,26,,4.0,Java,Yes,134330.63777494925,Lead,Rural,Suitable
90e773b8-52c4-466b-9fba-09f614a2edb2,46,Associate Degree,11.0,SQL,No,148261.82410241698,Senior,Rural,Not Suitable
38cadb9d-d9bc-48a8-918c-08a285c6e7dc,35,High School,21.0,C++,No,60160.65009973654,Mid,Rural,Suitable
88649518-8541-49b8-a312-900a2a0d7c1d,18,Master's Degree,2.0,Java,No,134121.07751019334,Mid,Rural,Not Suitable
9c72cec1-2f5a-4e93-949b-9efbc48704cb,55,Bachelor's Degree,,Excel,No,43886.76242820424,Mid,Rural,Not Suitable
4eeba9aa-dbcc-4142-ac04-dc53774b28ee,39,Bachelor's Degree,15.0,C++,No,64180.53076419503,Mid,Suburban,Not Suitable
9c648352-596e-4374-8279-4e8053ed038d,22,Bachelor's Degree,3.0,SQL,No,119691.95510500383,Senior,Rural,Suitable
61fd32e8-acc8-4813-8775-f8a363b15b28,43,High School,2.0,Python,No,,Senior,Rural,Not Suitable
d7b4453c-483c-426d-b9f5-3bf220ef4a08,50,Associate Degree,17.0,SQL,No,140294.64221207247,Mid,Rural,Suitable
51109636-fe28-4e82-a3aa-432ca266280d,48,High School,,SQL,No,49419.319024795994,Mid,Urban,Suitable
fe8d390d-60b6-4420-bb34-4f65e540ce33,48,Master's Degree,5.0,Excel,Yes,,Lead,Urban,Not Suitable
19f27905-c580-46d2-b702-8ab4893f6846,56,High School,17.0,SQL,No,99857.2762857096,Mid,Rural,Suitable
021c53af-d9bb-4f3d-9530-3d39ed23b1cc,29,Bachelor's Degree,18.0,Java,No,46723.4292721309,Junior,Rural,Suitable
e1ccc53d-d349-4a36-a1be-a6fc4cb220c4,31,,18.0,SQL,No,95290.43040222317,Mid,Suburban,Suitable
d8585d50-2e61-414c-a400-00dcf56e3abd,33,High School,,Communication,No,135008.98265188304,Junior,Suburban,Suitable
b0734469-e9a2-45fa-a22e-995c11b018e2,55,Associate Degree,12.0,Java,No,66910.31160057877,Lead,Suburban,Suitable
a7f4950c-f163-4fea-99a7-a5988dde5730,54,Master's Degree,6.0,Java,Yes,74534.64405863255,Senior,Rural,Suitable
4247c353-a380-499b-a245-c6b133efa29a,44,Master's Degree,15.0,C++,No,41736.793584481275,Junior,Urban,Suitable
84476945-9e28-4721-be91-58a54b421b3d,23,,3.0,Java,Yes,61735.29111236055,Mid,Rural,Not Suitable
d9dff156-92fa-48e0-bed0-30e67b0ebc46,40,Bachelor's Degree,7.0,C++,Yes,99788.02992430759,Senior,Suburban,Suitable
d7e32430-aa8b-4e70-b332-91feb736424b,40,,14.0,JavaScript,No,113395.82700464656,Lead,Suburban,Suitable
7be61920-9a2c-4a95-9a5a-ba48e444790c,42,Master's Degree,28.0,Excel,No,109548.42111730635,Senior,Suburban,Suitable
4d0dcdad-2fdf-4247-8d8e-3fa5c2e0ab92,53,Master's Degree,13.0,Python,No,53494.138097136616,Lead,Urban,Suitable
3e62e08b-5720-420f-9173-bd3d895ef25b,57,High School,9.0,Java,Yes,42867.144478873095,Mid,Urban,Not Suitable
181665cf-1291-405f-87f7-882d7589b8c0,21,Master's Degree,21.0,Java,Yes,145479.0283766027,Mid,Suburban,Not Suitable
ffe3aa18-7bb5-4611-8554-3f7abbac7ee1,40,Bachelor's Degree,,Excel,Yes,51765.85248916475,Senior,Suburban,Suitable
3c68bf4c-8ad5-4995-ad4d-f9e2b3dd4866,36,Bachelor's Degree,18.0,SQL,No,116074.56701553683,Mid,Urban,Not Suitable
a018f66c-c5bc-4ccc-9df2-28035a19ccd5,51,Bachelor's Degree,12.0,Java,Yes,53452.9960134766,Junior,Urban,Not Suitable
86ea50eb-e5d7-447b-8d61-cb6a80f98ff6,33,Bachelor's Degree,1.0,JavaScript,Yes,57740.19967560537,Junior,Suburban,Not Suitable
46d96caa-a8da-49df-81a9-1591fa3350d0,26,High School,10.0,C++,No,,Junior,Urban,Suitable
61b3d35c-01f2-43df-bbbd-c2bfe6877551,19,High School,17.0,Excel,Yes,,Lead,Rural,Suitable
6288b333-81c0-493c-860f-d53329041a82,20,Master's Degree,28.0,Excel,No,138476.23268989846,Senior,Suburban,Suitable
6c2c3164-1848-4b4f-85ad-e3310171a956,28,,27.0,Communication,Yes,46646.059246947276,Senior,Suburban,Suitable
fb2917e7-01c4-46cb-9a71-e99395c0d600,42,Master's Degree,18.0,JavaScript,No,111762.25242682794,Senior,Suburban,Suitable
b0a76c35-1ebb-4714-af3a-7db69a359ec3,32,Associate Degree,9.0,Excel,No,103481.49594466624,Senior,Urban,Suitable
5ebf0868-37ec-419f-9088-b2c7f5024ba1,28,Associate Degree,0.0,SQL,No,56905.48376954825,Lead,Urban,Not Suitable
df2fae68-267c-4ed0-a535-99d6bd2c6159,58,Associate Degree,22.0,Excel,No,64473.18088022453,Lead,Urban,Suitable
03cd6154-ecf2-4b69-ae9e-f7b9b30ab8c0,55,Bachelor's Degree,28.0,Java,Yes,93700.62346938104,Lead,Suburban,Not Suitable
192e21e2-2bdb-4c23-8250-9c73f640cdb3,55,Associate Degree,9.0,SQL,No,83247.65062699534,Junior,Urban,Suitable
c3c6ec42-8467-4914-905b-a04d34ecd192,41,Associate Degree,4.0,Communication,No,72982.53809915914,Lead,Rural,Suitable
1bdfeb4a-61a2-4d68-974c-8a540717cac7,57,Bachelor's Degree,15.0,Excel,No,80490.39039084771,Mid,Suburban,Not Suitable
38e6925e-06f5-401c-a056-5b8b5842fca1,18,Associate Degree,18.0,Java,No,102072.33219890062,Senior,Rural,Suitable
1ca7dffe-7750-4190-813d-f9a00230296a,27,Associate Degree,,JavaScript,No,30481.07911925842,Lead,Suburban,Suitable
6319d7a9-2135-4d91-9d98-8467d164e253,45,Bachelor's Degree,9.0,Java,No,116792.33336134924,Mid,Suburban,Not Suitable
5a437ab3-9fc7-407a-9c73-346c9565adaf,25,,13.0,Python,No,61470.841343449414,Mid,Rural,Suitable
761ff5ff-1270-4f82-847e-4b217e0e0290,44,Bachelor's Degree,,Communication,Yes,140996.31819473376,Mid,Suburban,Not Suitable
0139f0c4-15cc-4b23-923b-09d85427271a,40,Master's Degree,15.0,Python,No,139389.86422088748,Mid,Suburban,Suitable
dbd0651b-3cd9-4009-808b-1221215ebfcf,48,High School,23.0,SQL,Yes,38678.510814819594,Junior,Urban,Not Suitable
90025a29-e5cf-443d-8b2b-575585e8b7f6,45,Master's Degree,25.0,Python,No,81766.76489196184,Junior,Suburban,Suitable
d2be1083-ae5f-4937-9c92-2069da62eb56,20,,2.0,Java,Yes,83459.64796857125,Senior,Urban,Not Suitable
a56c50e2-1ac0-4378-a0bd-df2c3b16bced,57,High School,15.0,Python,No,90369.85665095158,Mid,Suburban,Suitable
c9444319-d78b-4ce0-90bf-16dfd14a068a,26,Bachelor's Degree,0.0,Excel,Yes,39521.775890441364,Mid,Suburban,Not Suitable
2631d02c-c0ac-4812-815a-1e9d9d451699,20,Bachelor's Degree,5.0,Communication,Yes,92522.33711931614,Lead,Rural,Suitable
09b55379-9eaf-438c-9f53-6134c6e87c1e,20,High School,2.0,JavaScript,Yes,92593.08065077709,Lead,Urban,Not Suitable
027eb687-a42e-419c-a00d-c3c5e947816d,40,Bachelor's Degree,27.0,JavaScript,Yes,126871.68255130012,Junior,Urban,Suitable
728e4868-2d18-414a-861e-4400925f703b,54,Bachelor's Degree,14.0,JavaScript,No,131656.3737775595,Lead,Suburban,Suitable
b12f686f-31c7-4dfe-ab2c-82a55c796f02,53,Associate Degree,6.0,JavaScript,No,41417.32604597559,Senior,Suburban,Not Suitable
3c49afd2-9580-4fdc-9c25-6ea1118a2f5e,21,,22.0,SQL,Yes,92699.5223320356,Junior,Suburban,Suitable
880a95a3-982e-4944-8417-b809b553475b,45,Master's Degree,28.0,Communication,No,58160.3188508811,Junior,Urban,Suitable
c3f0dc77-7cbc-42eb-9191-19287766796a,27,,5.0,Python,Yes,70074.02804963713,Lead,Suburban,Suitable
1678dfaa-9beb-4953-8a5a-801b126643cd,35,,29.0,C++,No,107447.32772851131,Senior,Rural,Suitable
215f005e-0521-400d-9aa0-2ff39950afa0,23,Bachelor's Degree,9.0,SQL,No,45686.360245816395,Junior,Suburban,Not Suitable
586d0187-2d19-49a4-b72b-b7aaaa642f1c,57,High School,17.0,Communication,Yes,136607.28787157766,Senior,Urban,Not Suitable
f2136f7e-8696-4b96-8734-0f853c593c57,20,Bachelor's Degree,20.0,C++,Yes,,Senior,Rural,Suitable
f6f39937-4dc1-4bcf-860a-8a9e2db39550,40,Bachelor's Degree,2.0,SQL,No,,Lead,Rural,Not Suitable
70a67b0f-d92b-47d7-b47b-53c5e4583ef7,57,Master's Degree,12.0,Communication,No,62145.6346583695,Mid,Rural,Suitable
fd66365f-6fe1-4d88-88d4-aec9de8c7c28,50,,3.0,C++,Yes,50538.4393058131,Mid,Urban,Not Suitable
92b4c409-9abe-49e3-83e5-a522f073c1fe,42,Associate Degree,25.0,Communication,No,78737.66506591329,Lead,Suburban,Suitable
4be98216-31e8-4097-b8bd-dcee40efa80a,45,Master's Degree,2.0,JavaScript,Yes,40600.43571392319,Mid,Suburban,Not Suitable
fbd6ba2a-1b2b-427d-ba94-d8404288a760,28,,15.0,Python,Yes,42483.62521665496,Mid,Urban,Suitable
d6f1672a-2d64-430e-871b-39a9ba14a4d5,20,Master's Degree,28.0,Java,No,59324.571480759114,Mid,Urban,Not Suitable
e5185646-919d-470b-a5f1-b4c5251efa85,38,Associate Degree,10.0,Communication,Yes,63902.758742391794,Lead,Rural,Suitable
dcde47df-d1b2-4f49-ae78-9957809e5311,32,,,Java,Yes,145648.93644381448,Mid,Rural,Suitable
3cb790df-8cc3-41f1-932f-e30e5abd681a,53,,17.0,SQL,Yes,,Senior,Rural,Suitable
464ef6b2-b77f-40e8-b9ce-f9b868c42c65,21,High School,6.0,C++,Yes,115600.83465815282,Senior,Suburban,Suitable
f9da548c-ae6a-4689-b3f8-7400beb60806,59,Master's Degree,,Python,No,149931.80523949992,Junior,Suburban,Suitable
e1328f64-ae27-4676-9d59-f2ee0839e8d3,46,Bachelor's Degree,4.0,Java,Yes,99622.96740659377,Senior,Urban,Suitable
0a6be20c-e08f-4043-b3bd-b95221142084,23,Associate Degree,,Python,No,87479.25661955637,Senior,Urban,Not Suitable
15f0b6b6-895f-49a4-ad24-778a45d6bb00,41,Master's Degree,17.0,Excel,Yes,139974.76979702828,Mid,Suburban,Not Suitable
d4e05d57-21e4-4b4f-b5f7-0ba026995605,45,Associate Degree,27.0,Java,No,,Lead,Suburban,Not Suitable
4e935552-3ddb-495a-a6a0-0e6279f3f82b,34,Master's Degree,21.0,Python,Yes,55436.16451673691,Senior,Suburban,Not Suitable
5c2e8029-068e-4053-9584-d9e144642203,50,Bachelor's Degree,27.0,Java,Yes,88143.3547804818,Junior,Rural,Suitable
af181571-165b-469d-815d-723733ebfef8,40,Master's Degree,6.0,C++,Yes,65533.8344499862,Mid,Suburban,Not Suitable
4827707e-a919-4018-931c-cc90820a35a9,22,Master's Degree,2.0,Communication,No,136117.55006330166,Junior,Suburban,Not Suitable
501c3e9c-14f6-4375-900f-2897ff24baee,37,High School,14.0,Communication,No,77827.49119534102,Junior,Suburban,Suitable
bea55401-d561-46ba-8717-ab93b265c40d,51,Associate Degree,28.0,Java,Yes,30672.92974730378,Senior,Suburban,Suitable
cfaf7d19-a7e7-4474-ab4b-5afd49fb2fd4,35,Associate Degree,18.0,JavaScript,No,137216.44073868258,Junior,Rural,Not Suitable
47fa79b2-7a5c-46a7-b2eb-9eae217d6dac,55,Associate Degree,9.0,Java,No,33474.78297085906,Junior,Suburban,Not Suitable
aaa02362-7a82-4370-b4f4-549a6acdc39b,18,Associate Degree,20.0,Excel,No,,Lead,Rural,Suitable
4d00bae4-6b6f-455c-b2ba-a4474b706cbd,36,Associate Degree,29.0,JavaScript,Yes,33811.979440361865,Junior,Suburban,Suitable
17530346-444d-4edb-a6cb-c3cf23080a17,28,,26.0,C++,Yes,126226.47229472625,Lead,Suburban,Not Suitable
cdaff651-d95b-4c2a-9d1d-f99757e585c8,34,Associate Degree,,SQL,Yes,95705.78338131245,Lead,Urban,Suitable
66c4da72-e448-4f01-a37a-85ea704ae143,58,Bachelor's Degree,29.0,Communication,No,50146.62647003747,Mid,Rural,Not Suitable
43a4550a-b325-42cf-a874-825c5b1febcc,40,High School,13.0,SQL,Yes,85193.9203310542,Mid,Rural,Not Suitable
67810fe7-19e2-4375-9655-d4e377563517,19,Bachelor's Degree,5.0,Communication,No,133945.3352816337,Mid,Urban,Not Suitable
48198537-2f80-445c-988c-b52657848f30,47,High School,1.0,Python,No,88773.49151792726,Junior,Rural,Suitable
d1eca70c-1faf-4ec8-be87-d8a6c5ad239f,38,Master's Degree,26.0,Java,Yes,76070.92272782924,Junior,Urban,Suitable
bb30bef3-f30d-43dd-8cae-9c7464690a87,42,Bachelor's Degree,1.0,Excel,No,147639.08543478354,Mid,Rural,Suitable
41eae9d2-e0e4-4efb-b89f-cf376fc065d2,54,,5.0,Java,Yes,104163.049242394,Junior,Rural,Not Suitable
4657489b-7653-46bf-a921-64f7a7a10fcd,54,Associate Degree,10.0,JavaScript,No,67371.82124376742,Junior,Suburban,Suitable
dd0ff7a9-70c9-47b1-847b-11dd84208e3d,30,Associate Degree,20.0,Excel,No,,Senior,Suburban,Not Suitable
634ee3fb-988b-4ad9-b47d-4a0721ed9b58,54,Master's Degree,22.0,JavaScript,Yes,119037.29815725626,Lead,Rural,Suitable
59b5df1f-ff3d-4389-9653-6ed134100a62,43,High School,17.0,Python,No,133204.19632918603,Lead,Urban,Suitable
65a766da-5166-4f57-a9c8-09934f9f54d1,19,High School,19.0,C++,Yes,126355.57641547237,Mid,Rural,Not Suitable
c12f3625-2a5c-410e-9abe-dee89fb6453e,40,Associate Degree,8.0,Excel,No,47949.0716604077,Junior,Rural,Suitable
f46813c0-6bb2-4035-87df-235db232f49f,28,Bachelor's Degree,28.0,SQL,Yes,96828.6634036363,Mid,Rural,Not Suitable
ef0de7d6-3158-45dc-8b54-abf7c5284dca,19,Associate Degree,22.0,JavaScript,No,93873.72116793209,Mid,Urban,Not Suitable
2e8ccde5-243e-4361-9c36-c43b03aff2b2,23,Associate Degree,1.0,C++,Yes,41386.3819215331,Mid,Rural,Not Suitable
32430f2d-adeb-46cc-8816-c5e899b9332c,27,Bachelor's Degree,22.0,SQL,Yes,59468.63847113786,Lead,Rural,Not Suitable
896b55ad-2849-4254-b5c0-05ce769781ca,25,Bachelor's Degree,,Communication,Yes,33097.052918554335,Mid,Urban,Not Suitable
bace3044-4111-4d53-8740-73cb581586bf,30,Master's Degree,12.0,SQL,Yes,104300.0183771489,Senior,Rural,Suitable
432c696d-53a6-4d37-848d-925ef971fe39,22,,,Java,Yes,67337.67682545267,Lead,Rural,Not Suitable
f307e22c-57a4-4a84-af8d-88be192c4026,40,Master's Degree,26.0,SQL,No,64850.81068805013,Lead,Suburban,Suitable
c63a73b7-db2c-4183-9d0c-d4d99b8f3107,39,Bachelor's Degree,23.0,Excel,Yes,33454.431403808085,Mid,Suburban,Suitable
79d7bea6-118b-4856-8a22-913224297d6b,47,Associate Degree,20.0,C++,Yes,,Lead,Urban,Not Suitable
8243d2a2-0da4-4bbb-b200-ffe6c3d406f0,55,Bachelor's Degree,29.0,Communication,Yes,74464.56415121077,Senior,Urban,Not Suitable
5502199d-5491-4674-8ae3-ec6973f6242b,51,Bachelor's Degree,0.0,SQL,Yes,140034.55626127156,Senior,Suburban,Suitable
bfa33f50-2143-4bf6-892b-5416bee616df,21,,19.0,JavaScript,Yes,131213.51945152352,Lead,Rural,Suitable
280dfbdd-427c-438e-848d-edc33d8e8122,27,High School,29.0,C++,Yes,49046.595565779324,Mid,Suburban,Not Suitable
482df072-75fd-46c6-8267-4b62fde06832,42,Associate Degree,25.0,SQL,No,103113.6192633117,Mid,Rural,Suitable
1cdea155-8de0-4ac6-ac5c-28b45f9280e1,27,,,Python,Yes,101740.7741248226,Lead,Rural,Suitable
70593186-53a1-4f22-86f1-2aab61851900,51,Master's Degree,11.0,Python,No,70682.15732515726,Lead,Rural,Suitable
556e1684-02b6-4181-b660-8e9d91a9cc7e,57,Master's Degree,,C++,No,46401.00812623007,Senior,Rural,Not Suitable
999bce97-38fd-489f-87d3-f419e204705f,34,Associate Degree,18.0,JavaScript,No,80979.76203676692,Mid,Urban,Not Suitable
0ebb6305-ca11-4c9d-b175-877dbb68e7c2,46,Master's Degree,28.0,Excel,No,,Junior,Urban,Not Suitable
624e7064-9562-47ea-b30b-23c21d80e3ea,43,,4.0,SQL,No,101788.76624698355,Junior,Urban,Suitable
7197f733-1114-4146-b4e4-c83e593cef03,18,High School,,JavaScript,Yes,44551.05226101777,Mid,Suburban,Suitable
580025f4-6d16-469f-9786-62849a1e64a4,54,,1.0,Communication,No,97823.18556862576,Lead,Rural,Suitable
02ba9dd1-3818-432d-a701-01a6b7670c59,25,Master's Degree,26.0,Java,No,144033.15999904292,Senior,Urban,Not Suitable
cd53a1e5-3c03-47be-9a88-e5a60c1969fa,42,Master's Degree,9.0,Communication,Yes,54203.49251099792,Junior,Suburban,Suitable
9e4a27cb-3a5e-4fca-9df4-67d0ec111650,25,High School,29.0,C++,No,91943.90582867088,Mid,Suburban,Not Suitable
a7817bb7-ec2e-4f46-9111-a64003f77103,31,Master's Degree,18.0,Java,No,142621.575979045,Senior,Rural,Suitable
5ba05ced-07e1-41b5-a792-cc08ad1022a6,32,Bachelor's Degree,8.0,C++,No,135342.17680140166,Lead,Suburban,Not Suitable
ca9c0fac-1c36-415c-ad83-408ef32aff9d,36,High School,20.0,C++,Yes,,Senior,Rural,Suitable
bce17f6f-caca-45ac-b1be-ca9864f07c78,58,High School,0.0,Communication,Yes,42238.66937470838,Junior,Rural,Not Suitable
7df3029b-3d49-4c80-8443-0910d940d20e,48,High School,2.0,SQL,No,34663.847776865536,Senior,Suburban,Not Suitable
dad68b7a-bbc1-4594-ba80-b16c5b4d8c9d,29,Associate Degree,23.0,JavaScript,Yes,143677.27373660932,Lead,Suburban,Suitable
2cdb6da0-2afe-44fe-852b-07aaa19bd80f,37,Master's Degree,,JavaScript,No,57548.22203532177,Senior,Suburban,Suitable
857958ee-ddba-4b75-a490-28e3abb23302,38,Master's Degree,,JavaScript,No,60486.57729594849,Junior,Rural,Not Suitable
00fb0fcb-96fc-44d7-b954-bea10a08b7b8,30,Bachelor's Degree,,Communication,Yes,46925.30011529608,Senior,Suburban,Not Suitable
8d00a57a-3afa-409e-be06-988ae5282cdd,57,High School,,Java,Yes,147838.8258488019,Senior,Suburban,Suitable
259571cb-877e-4271-9b85-c0dafa2fb367,48,,11.0,Python,Yes,119524.25564505004,Junior,Suburban,Not Suitable
89ba6144-453c-4d24-aa7c-dbbf29401451,25,High School,8.0,JavaScript,Yes,111244.01437382957,Senior,Rural,Suitable
ad5b325e-54ae-4a66-aed4-c88caf91d13e,34,Associate Degree,29.0,Communication,No,130435.88794532951,Junior,Rural,Suitable
47ea030c-c5b4-4b81-b412-a8b746af5e44,43,Associate Degree,6.0,Excel,Yes,107056.59892228397,Junior,Urban,Not Suitable
66700835-ff27-4b72-ad2b-68397c40c7c0,28,High School,,SQL,Yes,85936.09626466042,Senior,Suburban,Not Suitable
b4769a9f-43f5-4cb7-ad2b-1b7682f95b77,59,High School,25.0,C++,Yes,60437.473943356425,Junior,Urban,Not Suitable
65630669-ad2b-44e2-8db5-cd0eca9f5064,25,High School,12.0,Excel,No,116126.20878379107,Mid,Urban,Not Suitable
58be2971-2f1c-4f68-9b48-c7c40e15bd3c,21,High School,,Python,No,140863.28544927365,Lead,Rural,Not Suitable
b074fbd9-3f46-46e9-bd8b-7a5fca081585,48,High School,23.0,JavaScript,Yes,42908.59774179489,Lead,Rural,Not Suitable
9aefba74-43be-470b-8dca-011208240044,46,Associate Degree,10.0,Communication,No,30377.365471787693,Lead,Urban,Suitable
fdfe0153-be4d-4419-b72b-15c59aa7bd1e,21,Associate Degree,1.0,Python,No,62309.77164356324,Mid,Suburban,Suitable
c72eac41-2f7a-49ff-a961-943bc46e35f0,50,High School,0.0,Python,Yes,57740.954793402096,Mid,Suburban,Suitable
7cfde52f-88a2-49c5-aea1-ed6872c71374,32,,,Communication,Yes,50165.58346190197,Lead,Suburban,Not Suitable
c47e3a81-f813-41af-9a0d-355f6e171655,40,Master's Degree,6.0,SQL,No,60713.569842198674,Junior,Rural,Not Suitable
b916cf10-bd26-4f4d-bb2d-bbe75530c702,24,Associate Degree,1.0,C++,Yes,35510.97266701739,Senior,Rural,Not Suitable
44bfeed7-fa26-44d5-bbf8-9d9d3eb861e5,18,Master's Degree,12.0,Communication,No,132380.24582887598,Junior,Suburban,Not Suitable
4f003fbc-1c53-4937-83cf-5e9d35b7cbeb,22,Bachelor's Degree,8.0,Python,Yes,105690.49059108202,Senior,Suburban,Not Suitable
11e44899-366d-40ed-86b9-a6bffa0e82f2,40,High School,23.0,Java,No,77095.52107849607,Lead,Suburban,Not Suitable
e3bb48e4-a2b7-4a1f-8338-9db5d10932e0,24,,11.0,JavaScript,Yes,100089.86968362774,Senior,Suburban,Suitable
630178c4-1901-485d-b452-25f8ef9d65e1,59,Master's Degree,2.0,C++,No,31497.609304565445,Junior,Rural,Suitable
dc1eec66-fdf4-401b-9e29-f6c2d3c0cb9e,51,Associate Degree,5.0,SQL,No,32146.30295109901,Senior,Rural,Not Suitable
264e70b8-2a22-46b7-b9dc-f7f9a0bcb00a,24,Associate Degree,1.0,Excel,Yes,59052.811919829874,Lead,Suburban,Suitable
d0144b85-179c-4979-912c-fc11279901fb,59,High School,1.0,Python,Yes,140891.85177763578,Mid,Suburban,Not Suitable
0f3733c5-846a-4b74-9b78-5c01d432f874,22,Bachelor's Degree,17.0,Excel,Yes,120400.53782267144,Mid,Rural,Suitable
e457a60b-52a7-4aad-b3df-39c5d828bd84,31,High School,5.0,Communication,No,120318.56070085596,Mid,Rural,Not Suitable
8b00373e-9ccb-4f5b-8db9-1c6e30ed9918,21,Bachelor's Degree,1.0,C++,Yes,81416.89348336111,Lead,Suburban,Suitable
da7b12b9-2e2e-43c9-b30a-d3c5da6c623a,18,,1.0,Python,Yes,136440.43860266602,Senior,Urban,Not Suitable
3052fec4-f03a-443c-94ad-649cc90a9045,23,Bachelor's Degree,12.0,SQL,Yes,76909.86675909138,Junior,Suburban,Not Suitable
4cc97ea5-a29a-496c-81a4-043f110321dd,30,High School,13.0,Java,Yes,116422.95291916371,Mid,Rural,Not Suitable
7a8a4504-094d-4449-b394-068e173b9fba,29,Associate Degree,12.0,SQL,No,103314.22971428292,Lead,Urban,Not Suitable
44f22cda-daf6-4a5d-9084-035cacf0b5ad,57,Associate Degree,0.0,Excel,No,109715.00438667327,Lead,Suburban,Not Suitable
402c12e4-d3bf-44e5-9dc1-42fbcb5f4c09,52,High School,4.0,Java,No,72011.28541022784,Lead,Rural,Not Suitable
75e479a9-0be9-4746-828a-cac6f3f3053d,19,High School,11.0,Excel,No,79445.07439941427,Lead,Urban,Not Suitable
9b80f8a3-b31f-4d55-a12f-1b7870fc6cea,56,High School,12.0,C++,Yes,61108.18547451464,Mid,Suburban,Not Suitable
8e9022ad-2142-425e-81d6-e8cbaea3ac61,57,Bachelor's Degree,3.0,Java,No,85172.2789375877,Senior,Urban,Suitable
efb5a9a6-4c64-4984-88fb-b22746879d0a,49,,6.0,Communication,Yes,31222.148760504926,Junior,Rural,Not Suitable
b09f2853-7116-48c2-b92e-79337339b9cb,20,Bachelor's Degree,0.0,Communication,No,137691.29755122017,Lead,Suburban,Not Suitable
6b204e93-5d94-4c02-8857-644e7ac53245,23,Bachelor's Degree,16.0,Python,No,148076.72533971327,Lead,Suburban,Suitable
